Id,MSSubClass,LotArea,Street,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
161,0.0,0.04589965,1.0,0.5555556,0.625,0.2509804,0.56666666,0.0,1.0,1.0,0.6666667,1.0,1.0,0.2,0.116938345,1.0,0.0,0.24486302,0.20163666,0.2,1.0,1.0,0.20605783,0.0,0.0,0.1691786,0.0,0.0,0.6666667,0.0,0.375,0.33333334,1.0,0.33333334,0.0,0.76363754,1.0,0.5,0.3638928,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454547,0.5,162500,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
162,0.23529412,0.05790273,1.0,0.8888889,0.5,0.3254902,0.9,0.415,0.6666667,1.0,0.0,1.0,0.0,0.4,0.18001418,1.0,0.0,0.2380137,0.25728315,0.2,0.0,1.0,0.28407526,0.53075063,0.0,0.43971363,0.33333334,0.0,0.6666667,0.5,0.375,0.33333334,0.0,0.6666667,0.6666667,0.9363651,0.0,0.75,0.5119887,1.0,1.0,1.0,0.46674445,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.5,412500,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
163,0.0,0.050863538,1.0,0.6666667,0.5,0.33333334,0.9166667,0.14125,0.6666667,1.0,0.6666667,1.0,0.6666667,0.2,0.21279235,1.0,0.0,0.14554794,0.25220948,0.2,0.0,1.0,0.27696192,0.0,0.0,0.22739261,0.0,0.0,0.6666667,0.0,0.375,0.33333334,0.6666667,0.41666666,0.33333334,0.954546,0.5,0.5,0.3751763,1.0,1.0,1.0,0.0,0.12797076,0.0,0.0,0.0,0.0,0.0,0.36363637,1.0,220000,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
164,0.14705883,0.019631214,1.0,0.33333334,0.625,0.14117648,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.37756848,0.14435352,0.2,0.0,1.0,0.12574576,0.0,0.0,0.10324039,0.0,0.0,0.33333334,0.0,0.125,0.33333334,1.0,0.16666667,0.0,0.7136917,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27272728,0.25,103200,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
165,0.11764706,0.019163804,1.0,0.5555556,0.75,0.023529412,0.9,0.0,1.0,0.5,1.0,1.0,0.6666667,0.6,0.06555634,1.0,0.0,0.33347604,0.18805237,0.2,0.5,1.0,0.18701239,0.22615013,0.0,0.24152224,0.0,0.0,0.6666667,0.0,0.375,0.33333334,0.6666667,0.25,0.0,0.23636436,1.0,0.25,0.15232722,1.0,1.0,1.0,0.0,0.0,0.33152175,0.0,0.0,0.0,0.0,0.8181818,0.25,152000,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
166,1.0,0.04116011,1.0,0.44444445,0.75,0.078431375,0.81666666,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.062189937,0.8,0.12279511,0.047945205,0.10540098,0.2,0.5,1.0,0.10876549,0.26489103,0.0,0.19235116,0.33333334,0.0,0.6666667,0.0,0.5,0.6666667,1.0,0.33333334,0.0,0.7136917,1.0,0.0,0.0,1.0,1.0,1.0,0.16336057,0.0,0.0,0.0,0.0,0.0,0.0,0.72727275,0.5,127500,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
167,0.0,0.04397392,1.0,0.44444445,0.5,0.13725491,0.71666664,0.0,0.6666667,1.0,1.0,1.0,1.0,0.6,0.06715096,0.2,0.5210312,0.20119864,0.2646481,0.2,0.0,1.0,0.35176685,0.0,0.0,0.28880936,0.33333334,0.0,0.33333334,0.0,0.25,0.33333334,1.0,0.41666666,1.0,0.5,0.0,0.25,0.21368124,1.0,1.0,1.0,0.5554259,0.0,0.0,0.0,0.29583332,0.0,0.0,0.90909094,0.75,190000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
168,0.23529412,0.0432915,1.0,0.7777778,0.5,0.34117648,0.95,0.1875,0.6666667,1.0,0.0,1.0,1.0,0.4,0.22820695,1.0,0.0,0.12585616,0.2589198,0.2,0.0,1.0,0.29279485,0.2668281,0.0,0.34419745,0.33333334,0.0,0.33333334,0.5,0.375,0.33333334,0.0,0.5,0.33333334,0.9727287,0.0,0.75,0.55641747,1.0,1.0,1.0,0.20770128,0.21937843,0.0,0.0,0.0,0.0,0.0,0.90909094,0.25,325624,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
169,0.23529412,0.03245694,1.0,0.6666667,0.5,0.32941177,0.9,0.0,0.6666667,1.0,0.6666667,1.0,1.0,1.0,0.0,1.0,0.0,0.35958904,0.13747954,0.2,0.0,1.0,0.116108306,0.4261501,0.0,0.26111528,0.0,0.0,0.6666667,0.5,0.375,0.33333334,0.6666667,0.41666666,0.33333334,0.94545555,0.0,0.5,0.31029618,1.0,1.0,1.0,0.11668611,0.08775137,0.0,0.0,0.0,0.0,0.0,0.36363637,0.25,183500,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
170,0.0,0.07183622,1.0,0.7777778,0.625,0.23921569,0.51666665,0.40812498,0.6666667,1.0,0.6666667,1.0,1.0,1.0,0.0,1.0,0.0,0.72174656,0.27594107,0.2,1.0,1.0,0.31505278,0.0,0.0,0.25866616,0.0,0.0,0.6666667,0.5,0.25,0.33333334,1.0,0.33333334,0.33333334,0.73636436,0.5,0.5,0.3603667,1.0,1.0,1.0,0.6697783,0.11700183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
171,0.1764706,0.051686183,1.0,0.44444445,0.625,0.08235294,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,0.06378455,1.0,0.0,0.15410958,0.117839605,0.2,1.0,1.0,0.11932079,0.0,0.9230769,0.19743782,0.0,0.0,0.33333334,0.5,0.25,0.33333334,1.0,0.41666666,0.0,0.8272724,1.0,0.5,0.4654443,1.0,1.0,1.0,0.2765461,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,0.25,128500,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
172,0.0,0.14241979,1.0,0.5555556,0.5,0.15686275,0.16666667,0.07,1.0,1.0,1.0,0.33333334,0.33333334,0.2,0.11321758,1.0,0.0,0.18878424,0.1767594,0.2,0.25,1.0,0.30335015,0.0,0.0,0.24905802,0.33333334,0.0,0.33333334,0.0,0.375,0.33333334,1.0,0.41666666,0.6666667,0.54545593,0.0,0.5,0.37235543,1.0,1.0,0.5,0.24504083,0.11334552,0.0,0.0,0.0,0.0,0.0,0.36363637,1.0,215000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
173,0.8235294,0.018724438,1.0,0.6666667,0.75,0.2627451,0.6166667,0.0,0.6666667,0.5,0.6666667,0.33333334,1.0,0.4,0.08770376,0.8,0.1458616,0.1515411,0.17414075,0.2,0.5,1.0,0.16750804,0.34043583,0.0,0.26996985,0.33333334,0.0,0.6666667,0.0,0.25,0.33333334,0.6666667,0.25,0.33333334,0.7909088,0.5,0.5,0.3554302,0.5,1.0,1.0,0.5145858,0.06398538,0.0,0.0,0.0,0.0,0.0,0.45454547,0.0,239000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
174,0.0,0.041585453,1.0,0.5555556,0.5,0.16078432,0.18333334,0.306875,1.0,1.0,1.0,1.0,1.0,0.0,0.05102764,0.8,0.25373134,0.29965752,0.22291325,0.2,1.0,1.0,0.23588802,0.0,0.0,0.19366993,0.33333334,0.0,0.33333334,0.5,0.375,0.33333334,1.0,0.33333334,0.33333334,0.55454636,1.0,0.5,0.3554302,1.0,1.0,1.0,0.0,0.036563072,0.0,0.0,0.0,0.0,0.0,0.45454547,0.5,163000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,0.0,0.05195728,1.0,0.5555556,0.5,0.25882354,0.6,0.082499996,1.0,1.0,0.6666667,0.0,1.0,0.0,0.24769667,0.6,0.14111263,0.0,0.26284778,0.2,1.0,1.0,0.30220285,0.0,0.0,0.24811605,0.33333334,0.0,0.6666667,0.0,0.375,0.33333334,1.0,0.41666666,0.33333334,0.7818184,0.0,0.5,0.43441465,1.0,1.0,1.0,0.22403733,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.5,184000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
176,0.0,0.052887425,1.0,0.5555556,0.75,0.11764706,0.85,0.0,1.0,1.0,1.0,0.33333334,0.0,0.0,0.08451453,1.0,0.0,0.3103596,0.19672668,0.2,1.0,1.0,0.41854063,0.0,0.0,0.34363225,0.33333334,0.0,0.6666667,0.0,0.5,0.33333334,0.6666667,0.41666666,0.33333334,0.45454597,1.0,0.5,0.40620592,1.0,1.0,1.0,0.0,0.053016454,0.07065217,0.0,0.0,0.0,0.0,0.45454547,0.25,243000,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
177,0.23529412,0.040800206,1.0,0.5555556,0.5,0.26666668,0.65,0.16749999,0.6666667,1.0,0.6666667,1.0,1.0,0.4,0.147236,1.0,0.0,0.1369863,0.1883797,0.2,1.0,1.0,0.19045433,0.4338983,0.0,0.32516956,0.0,0.5,0.6666667,0.5,0.5,0.33333334,1.0,0.5,0.33333334,0.80000114,1.0,0.5,0.3674189,1.0,1.0,1.0,0.0,0.416819,0.0,0.0,0.4,0.0,0.0,0.72727275,0.25,211000,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
178,0.1764706,0.057725117,1.0,0.44444445,0.5,0.14901961,0.13333334,0.0,0.6666667,0.5,1.0,1.0,1.0,0.0,0.01009922,0.2,0.2991859,0.23715754,0.17217676,0.2,0.0,1.0,0.21064709,0.3234867,0.0,0.29879427,0.33333334,0.0,0.6666667,0.0,0.5,0.33333334,0.6666667,0.5,0.33333334,0.5272732,1.0,0.5,0.3180536,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54545456,0.0,172500,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
179,0.0,0.07536049,1.0,0.8888889,0.5,0.34509805,0.98333335,0.4675,0.0,1.0,0.0,1.0,1.0,0.4,0.33734939,1.0,0.0,0.13356164,0.36268413,0.2,0.0,1.0,0.4359798,0.0,0.0,0.35795027,0.33333334,0.0,0.6666667,0.0,0.125,0.33333334,0.0,0.5833333,0.33333334,0.9909096,0.0,0.75,0.82228494,1.0,1.0,1.0,0.0,0.10968921,0.0,0.0,0.0,0.0,0.0,0.54545456,0.75,501837,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
180,0.05882353,0.03374699,1.0,0.44444445,0.625,0.011764706,0.93333334,0.0,0.6666667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.41438356,0.1584288,0.2,1.0,1.0,0.14547957,0.0,0.0,0.11944235,0.0,0.0,0.33333334,0.0,0.25,0.33333334,1.0,0.25,0.0,0.318182,1.0,0.5,0.33850494,0.25,1.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.54545456,0.25,100000,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
